id,bloco,descricao,valor_no_artigo,fonte_arquivo,fonte_localizador,valor_bruto_na_fonte,transformacao,trecho_esperado_no_tex,ocorrencias_no_tex,status
A8_PLACEBO_ACIMA_ATIVO_LOCAL_pares,Tabela 3 (placebos),"Tabela 3 (placebos): celula 'pares' da linha {'ciclo_chamada': '2025_C1_CH1_E_CH2', 'amostra': 'placebo_acima_gap_1_ac', 'desfecho': 'ativo_mesma_celula_snapshot'}",5,output/tema_trabalho/A8_tabela_03_placebos_escore_estrito.csv,linha 7; coluna n_pares,5,inteiro,"Imediatamente acima & Ativo no mesmo curso--CNES & 5 & $-$20,0 & 1,000 \\",1,OK
A8_PLACEBO_ACIMA_HOMOLOG_LOCAL_dif,Tabela 3 (placebos),"Tabela 3 (placebos): celula 'dif' da linha {'ciclo_chamada': '2025_C1_CH1_E_CH2', 'amostra': 'placebo_acima_gap_1_ac', 'desfecho': 'homologacao_mesma_celula'}","$-$20,0",output/tema_trabalho/A8_tabela_03_placebos_escore_estrito.csv,linha 6; coluna diferenca,-0.2,"proporcao x100, 1 casa","Imediatamente acima & Homologação no mesmo curso--CNES & 5 & $-$20,0 & 1,000 \\",1,OK
A8_PLACEBO_ACIMA_HOMOLOG_LOCAL_p,Tabela 3 (placebos),"Tabela 3 (placebos): celula 'p' da linha {'ciclo_chamada': '2025_C1_CH1_E_CH2', 'amostra': 'placebo_acima_gap_1_ac', 'desfecho': 'homologacao_mesma_celula'}","1,000",output/tema_trabalho/A8_tabela_03_placebos_escore_estrito.csv,linha 6; coluna p_exato_pareado_bicaudal,1.0,p exato com 3 casas,"Imediatamente acima & Homologação no mesmo curso--CNES & 5 & $-$20,0 & 1,000 \\",1,OK
A8_PLACEBO_ACIMA_HOMOLOG_LOCAL_pares,Tabela 3 (placebos),"Tabela 3 (placebos): celula 'pares' da linha {'ciclo_chamada': '2025_C1_CH1_E_CH2', 'amostra': 'placebo_acima_gap_1_ac', 'desfecho': 'homologacao_mesma_celula'}",5,output/tema_trabalho/A8_tabela_03_placebos_escore_estrito.csv,linha 6; coluna n_pares,5,inteiro,"Imediatamente acima & Homologação no mesmo curso--CNES & 5 & $-$20,0 & 1,000 \\",1,OK
A8_PRINCIPAL_ATIVO_LOCAL_abaixo,Tabela 2 (resultado principal de 2025),"Tabela 2 (resultado principal de 2025): celula 'abaixo' da linha {'ciclo_chamada': '2025_C1_CH1_E_CH2', 'amostra': 'gap_1_ac', 'desfecho': 'ativo_mesma_celula_snapshot'}","8,3",output/tema_trabalho/A8_tabela_02_estimativas_escore_estrito.csv,linha 11; coluna media_abaixo,0.0833333333333333,"proporcao x100, 1 casa","Ativo no mesmo curso--CNES & 41,7 & 8,3 & 33,3 & 9,8 & [13,5; 53,1] & 0,0042 \\",1,OK
A8_PRINCIPAL_ATIVO_LOCAL_acima,Tabela 2 (resultado principal de 2025),"Tabela 2 (resultado principal de 2025): celula 'acima' da linha {'ciclo_chamada': '2025_C1_CH1_E_CH2', 'amostra': 'gap_1_ac', 'desfecho': 'ativo_mesma_celula_snapshot'}","41,7",output/tema_trabalho/A8_tabela_02_estimativas_escore_estrito.csv,linha 11; coluna media_acima,0.4166666666666667,"proporcao x100, 1 casa","Ativo no mesmo curso--CNES & 41,7 & 8,3 & 33,3 & 9,8 & [13,5; 53,1] & 0,0042 \\",1,OK
A8_PRINCIPAL_ATIVO_LOCAL_dif,Tabela 2 (resultado principal de 2025),"Tabela 2 (resultado principal de 2025): celula 'dif' da linha {'ciclo_chamada': '2025_C1_CH1_E_CH2', 'amostra': 'gap_1_ac', 'desfecho': 'ativo_mesma_celula_snapshot'}","33,3",output/tema_trabalho/A8_tabela_02_estimativas_escore_estrito.csv,linha 11; coluna diferenca,0.3333333333333333,"proporcao x100, 1 casa","Ativo no mesmo curso--CNES & 41,7 & 8,3 & 33,3 & 9,8 & [13,5; 53,1] & 0,0042 \\",1,OK
A8_PRINCIPAL_ATIVO_LOCAL_ep,Tabela 2 (resultado principal de 2025),"Tabela 2 (resultado principal de 2025): celula 'ep' da linha {'ciclo_chamada': '2025_C1_CH1_E_CH2', 'amostra': 'gap_1_ac', 'desfecho': 'ativo_mesma_celula_snapshot'}","9,8",output/tema_trabalho/A8_tabela_02_estimativas_escore_estrito.csv,linha 11; coluna erro_padrao_pareado,0.0975900072948533,"proporcao x100, 1 casa","Ativo no mesmo curso--CNES & 41,7 & 8,3 & 33,3 & 9,8 & [13,5; 53,1] & 0,0042 \\",1,OK
A8_PRINCIPAL_ATIVO_LOCAL_hi,Tabela 2 (resultado principal de 2025),"Tabela 2 (resultado principal de 2025): celula 'hi' da linha {'ciclo_chamada': '2025_C1_CH1_E_CH2', 'amostra': 'gap_1_ac', 'desfecho': 'ativo_mesma_celula_snapshot'}","53,1",output/tema_trabalho/A8_tabela_02_estimativas_escore_estrito.csv,linha 11; coluna ic95_convencional_superior,0.5314515808606238,"proporcao x100, 1 casa","Ativo no mesmo curso--CNES & 41,7 & 8,3 & 33,3 & 9,8 & [13,5; 53,1] & 0,0042 \\",1,OK
A8_PRINCIPAL_ATIVO_LOCAL_lo,Tabela 2 (resultado principal de 2025),"Tabela 2 (resultado principal de 2025): celula 'lo' da linha {'ciclo_chamada': '2025_C1_CH1_E_CH2', 'amostra': 'gap_1_ac', 'desfecho': 'ativo_mesma_celula_snapshot'}","13,5",output/tema_trabalho/A8_tabela_02_estimativas_escore_estrito.csv,linha 11; coluna ic95_convencional_inferior,0.1352150858060427,"proporcao x100, 1 casa","Ativo no mesmo curso--CNES & 41,7 & 8,3 & 33,3 & 9,8 & [13,5; 53,1] & 0,0042 \\",1,OK
A8_PRINCIPAL_ATIVO_LOCAL_p,Tabela 2 (resultado principal de 2025),"Tabela 2 (resultado principal de 2025): celula 'p' da linha {'ciclo_chamada': '2025_C1_CH1_E_CH2', 'amostra': 'gap_1_ac', 'desfecho': 'ativo_mesma_celula_snapshot'}","0,0042",output/tema_trabalho/A8_tabela_02_estimativas_escore_estrito.csv,linha 11; coluna p_exato_pareado_bicaudal,0.004180908203125,p exato com 4 casas,"Ativo no mesmo curso--CNES & 41,7 & 8,3 & 33,3 & 9,8 & [13,5; 53,1] & 0,0042 \\",1,OK
A8_PRINCIPAL_ATIVO_QUALQUER_abaixo,Tabela 2 (resultado principal de 2025),"Tabela 2 (resultado principal de 2025): celula 'abaixo' da linha {'ciclo_chamada': '2025_C1_CH1_E_CH2', 'amostra': 'gap_1_ac', 'desfecho': 'ativo_qualquer_local_snapshot'}","16,7",output/tema_trabalho/A8_tabela_02_estimativas_escore_estrito.csv,linha 13; coluna media_abaixo,0.1666666666666666,"proporcao x100, 1 casa","Ativo em qualquer local & 50,0 & 16,7 & 33,3 & 12,0 & [9,1; 57,6] & 0,0169 \\",1,OK
A8_PRINCIPAL_ATIVO_QUALQUER_acima,Tabela 2 (resultado principal de 2025),"Tabela 2 (resultado principal de 2025): celula 'acima' da linha {'ciclo_chamada': '2025_C1_CH1_E_CH2', 'amostra': 'gap_1_ac', 'desfecho': 'ativo_qualquer_local_snapshot'}","50,0",output/tema_trabalho/A8_tabela_02_estimativas_escore_estrito.csv,linha 13; coluna media_acima,0.5,"proporcao x100, 1 casa","Ativo em qualquer local & 50,0 & 16,7 & 33,3 & 12,0 & [9,1; 57,6] & 0,0169 \\",1,OK
A8_PRINCIPAL_ATIVO_QUALQUER_dif,Tabela 2 (resultado principal de 2025),"Tabela 2 (resultado principal de 2025): celula 'dif' da linha {'ciclo_chamada': '2025_C1_CH1_E_CH2', 'amostra': 'gap_1_ac', 'desfecho': 'ativo_qualquer_local_snapshot'}","33,3",output/tema_trabalho/A8_tabela_02_estimativas_escore_estrito.csv,linha 13; coluna diferenca,0.3333333333333333,"proporcao x100, 1 casa","Ativo em qualquer local & 50,0 & 16,7 & 33,3 & 12,0 & [9,1; 57,6] & 0,0169 \\",1,OK
A8_PRINCIPAL_ATIVO_QUALQUER_ep,Tabela 2 (resultado principal de 2025),"Tabela 2 (resultado principal de 2025): celula 'ep' da linha {'ciclo_chamada': '2025_C1_CH1_E_CH2', 'amostra': 'gap_1_ac', 'desfecho': 'ativo_qualquer_local_snapshot'}","12,0",output/tema_trabalho/A8_tabela_02_estimativas_escore_estrito.csv,linha 13; coluna erro_padrao_pareado,0.1195228609334393,"proporcao x100, 1 casa","Ativo em qualquer local & 50,0 & 16,7 & 33,3 & 12,0 & [9,1; 57,6] & 0,0169 \\",1,OK
A8_PRINCIPAL_ATIVO_QUALQUER_hi,Tabela 2 (resultado principal de 2025),"Tabela 2 (resultado principal de 2025): celula 'hi' da linha {'ciclo_chamada': '2025_C1_CH1_E_CH2', 'amostra': 'gap_1_ac', 'desfecho': 'ativo_qualquer_local_snapshot'}","57,6",output/tema_trabalho/A8_tabela_02_estimativas_escore_estrito.csv,linha 13; coluna ic95_convencional_superior,0.5759776409214717,"proporcao x100, 1 casa","Ativo em qualquer local & 50,0 & 16,7 & 33,3 & 12,0 & [9,1; 57,6] & 0,0169 \\",1,OK
A8_PRINCIPAL_ATIVO_QUALQUER_lo,Tabela 2 (resultado principal de 2025),"Tabela 2 (resultado principal de 2025): celula 'lo' da linha {'ciclo_chamada': '2025_C1_CH1_E_CH2', 'amostra': 'gap_1_ac', 'desfecho': 'ativo_qualquer_local_snapshot'}","9,1",output/tema_trabalho/A8_tabela_02_estimativas_escore_estrito.csv,linha 13; coluna ic95_convencional_inferior,0.0906890257451949,"proporcao x100, 1 casa","Ativo em qualquer local & 50,0 & 16,7 & 33,3 & 12,0 & [9,1; 57,6] & 0,0169 \\",1,OK
A8_PRINCIPAL_ATIVO_QUALQUER_p,Tabela 2 (resultado principal de 2025),"Tabela 2 (resultado principal de 2025): celula 'p' da linha {'ciclo_chamada': '2025_C1_CH1_E_CH2', 'amostra': 'gap_1_ac', 'desfecho': 'ativo_qualquer_local_snapshot'}","0,0169",output/tema_trabalho/A8_tabela_02_estimativas_escore_estrito.csv,linha 13; coluna p_exato_pareado_bicaudal,0.0169005393981933,p exato com 4 casas,"Ativo em qualquer local & 50,0 & 16,7 & 33,3 & 12,0 & [9,1; 57,6] & 0,0169 \\",1,OK
A8_PRINCIPAL_HOMOLOG_LOCAL_abaixo,Tabela 2 (resultado principal de 2025),"Tabela 2 (resultado principal de 2025): celula 'abaixo' da linha {'ciclo_chamada': '2025_C1_CH1_E_CH2', 'amostra': 'gap_1_ac', 'desfecho': 'homologacao_mesma_celula'}","0,0",output/tema_trabalho/A8_tabela_02_estimativas_escore_estrito.csv,linha 10; coluna media_abaixo,0.0,"proporcao x100, 1 casa","Homologação no mesmo curso--CNES & 63,9 & 0,0 & 63,9 & 8,1 & [47,4; 80,4] & $<$0,000001 \\",1,OK
A8_PRINCIPAL_HOMOLOG_LOCAL_acima,Tabela 2 (resultado principal de 2025),"Tabela 2 (resultado principal de 2025): celula 'acima' da linha {'ciclo_chamada': '2025_C1_CH1_E_CH2', 'amostra': 'gap_1_ac', 'desfecho': 'homologacao_mesma_celula'}","63,9",output/tema_trabalho/A8_tabela_02_estimativas_escore_estrito.csv,linha 10; coluna media_acima,0.6388888888888888,"proporcao x100, 1 casa","Homologação no mesmo curso--CNES & 63,9 & 0,0 & 63,9 & 8,1 & [47,4; 80,4] & $<$0,000001 \\",1,OK
A8_PRINCIPAL_HOMOLOG_LOCAL_dif,Tabela 2 (resultado principal de 2025),"Tabela 2 (resultado principal de 2025): celula 'dif' da linha {'ciclo_chamada': '2025_C1_CH1_E_CH2', 'amostra': 'gap_1_ac', 'desfecho': 'homologacao_mesma_celula'}","63,9",output/tema_trabalho/A8_tabela_02_estimativas_escore_estrito.csv,linha 10; coluna diferenca,0.6388888888888888,"proporcao x100, 1 casa","Homologação no mesmo curso--CNES & 63,9 & 0,0 & 63,9 & 8,1 & [47,4; 80,4] & $<$0,000001 \\",1,OK
A8_PRINCIPAL_HOMOLOG_LOCAL_ep,Tabela 2 (resultado principal de 2025),"Tabela 2 (resultado principal de 2025): celula 'ep' da linha {'ciclo_chamada': '2025_C1_CH1_E_CH2', 'amostra': 'gap_1_ac', 'desfecho': 'homologacao_mesma_celula'}","8,1",output/tema_trabalho/A8_tabela_02_estimativas_escore_estrito.csv,linha 10; coluna erro_padrao_pareado,0.0811893512622032,"proporcao x100, 1 casa","Homologação no mesmo curso--CNES & 63,9 & 0,0 & 63,9 & 8,1 & [47,4; 80,4] & $<$0,000001 \\",1,OK
A8_PRINCIPAL_HOMOLOG_LOCAL_hi,Tabela 2 (resultado principal de 2025),"Tabela 2 (resultado principal de 2025): celula 'hi' da linha {'ciclo_chamada': '2025_C1_CH1_E_CH2', 'amostra': 'gap_1_ac', 'desfecho': 'homologacao_mesma_celula'}","80,4",output/tema_trabalho/A8_tabela_02_estimativas_escore_estrito.csv,linha 10; coluna ic95_convencional_superior,0.8037120345757897,"proporcao x100, 1 casa","Homologação no mesmo curso--CNES & 63,9 & 0,0 & 63,9 & 8,1 & [47,4; 80,4] & $<$0,000001 \\",1,OK
A8_PRINCIPAL_HOMOLOG_LOCAL_lo,Tabela 2 (resultado principal de 2025),"Tabela 2 (resultado principal de 2025): celula 'lo' da linha {'ciclo_chamada': '2025_C1_CH1_E_CH2', 'amostra': 'gap_1_ac', 'desfecho': 'homologacao_mesma_celula'}","47,4",output/tema_trabalho/A8_tabela_02_estimativas_escore_estrito.csv,linha 10; coluna ic95_convencional_inferior,0.474065743201988,"proporcao x100, 1 casa","Homologação no mesmo curso--CNES & 63,9 & 0,0 & 63,9 & 8,1 & [47,4; 80,4] & $<$0,000001 \\",1,OK
A8_PRINCIPAL_HOMOLOG_LOCAL_p,Tabela 2 (resultado principal de 2025),"Tabela 2 (resultado principal de 2025): celula 'p' da linha {'ciclo_chamada': '2025_C1_CH1_E_CH2', 'amostra': 'gap_1_ac', 'desfecho': 'homologacao_mesma_celula'}","$<$0,000001",output/tema_trabalho/A8_tabela_02_estimativas_escore_estrito.csv,linha 10; coluna p_exato_pareado_bicaudal,2.384185791015625e-07,"p exato < 1e-6 reportado como '$<$0,000001'","Homologação no mesmo curso--CNES & 63,9 & 0,0 & 63,9 & 8,1 & [47,4; 80,4] & $<$0,000001 \\",1,OK
A8_PRINCIPAL_HOMOLOG_QUALQUER_abaixo,Tabela 2 (resultado principal de 2025),"Tabela 2 (resultado principal de 2025): celula 'abaixo' da linha {'ciclo_chamada': '2025_C1_CH1_E_CH2', 'amostra': 'gap_1_ac', 'desfecho': 'homologacao_qualquer_local'}","5,6",output/tema_trabalho/A8_tabela_02_estimativas_escore_estrito.csv,linha 12; coluna media_abaixo,0.0555555555555555,"proporcao x100, 1 casa","Homologação em qualquer local & 63,9 & 5,6 & 58,3 & 9,2 & [39,6; 77,1] & 0,0000057 \\",1,OK
A8_PRINCIPAL_HOMOLOG_QUALQUER_acima,Tabela 2 (resultado principal de 2025),"Tabela 2 (resultado principal de 2025): celula 'acima' da linha {'ciclo_chamada': '2025_C1_CH1_E_CH2', 'amostra': 'gap_1_ac', 'desfecho': 'homologacao_qualquer_local'}","63,9",output/tema_trabalho/A8_tabela_02_estimativas_escore_estrito.csv,linha 12; coluna media_acima,0.6388888888888888,"proporcao x100, 1 casa","Homologação em qualquer local & 63,9 & 5,6 & 58,3 & 9,2 & [39,6; 77,1] & 0,0000057 \\",1,OK
A8_PRINCIPAL_HOMOLOG_QUALQUER_dif,Tabela 2 (resultado principal de 2025),"Tabela 2 (resultado principal de 2025): celula 'dif' da linha {'ciclo_chamada': '2025_C1_CH1_E_CH2', 'amostra': 'gap_1_ac', 'desfecho': 'homologacao_qualquer_local'}","58,3",output/tema_trabalho/A8_tabela_02_estimativas_escore_estrito.csv,linha 12; coluna diferenca,0.5833333333333334,"proporcao x100, 1 casa","Homologação em qualquer local & 63,9 & 5,6 & 58,3 & 9,2 & [39,6; 77,1] & 0,0000057 \\",1,OK
A8_PRINCIPAL_HOMOLOG_QUALQUER_ep,Tabela 2 (resultado principal de 2025),"Tabela 2 (resultado principal de 2025): celula 'ep' da linha {'ciclo_chamada': '2025_C1_CH1_E_CH2', 'amostra': 'gap_1_ac', 'desfecho': 'homologacao_qualquer_local'}","9,2",output/tema_trabalho/A8_tabela_02_estimativas_escore_estrito.csv,linha 12; coluna erro_padrao_pareado,0.0923674511489087,"proporcao x100, 1 casa","Homologação em qualquer local & 63,9 & 5,6 & 58,3 & 9,2 & [39,6; 77,1] & 0,0000057 \\",1,OK
A8_PRINCIPAL_HOMOLOG_QUALQUER_hi,Tabela 2 (resultado principal de 2025),"Tabela 2 (resultado principal de 2025): celula 'hi' da linha {'ciclo_chamada': '2025_C1_CH1_E_CH2', 'amostra': 'gap_1_ac', 'desfecho': 'homologacao_qualquer_local'}","77,1",output/tema_trabalho/A8_tabela_02_estimativas_escore_estrito.csv,linha 12; coluna ic95_convencional_superior,0.7708492282230092,"proporcao x100, 1 casa","Homologação em qualquer local & 63,9 & 5,6 & 58,3 & 9,2 & [39,6; 77,1] & 0,0000057 \\",1,OK
A8_PRINCIPAL_HOMOLOG_QUALQUER_lo,Tabela 2 (resultado principal de 2025),"Tabela 2 (resultado principal de 2025): celula 'lo' da linha {'ciclo_chamada': '2025_C1_CH1_E_CH2', 'amostra': 'gap_1_ac', 'desfecho': 'homologacao_qualquer_local'}","39,6",output/tema_trabalho/A8_tabela_02_estimativas_escore_estrito.csv,linha 12; coluna ic95_convencional_inferior,0.3958174384436576,"proporcao x100, 1 casa","Homologação em qualquer local & 63,9 & 5,6 & 58,3 & 9,2 & [39,6; 77,1] & 0,0000057 \\",1,OK
A8_PRINCIPAL_HOMOLOG_QUALQUER_p,Tabela 2 (resultado principal de 2025),"Tabela 2 (resultado principal de 2025): celula 'p' da linha {'ciclo_chamada': '2025_C1_CH1_E_CH2', 'amostra': 'gap_1_ac', 'desfecho': 'homologacao_qualquer_local'}","0,0000057",output/tema_trabalho/A8_tabela_02_estimativas_escore_estrito.csv,linha 12; coluna p_exato_pareado_bicaudal,5.7220458984375e-06,p exato com 7 casas,"Homologação em qualquer local & 63,9 & 5,6 & 58,3 & 9,2 & [39,6; 77,1] & 0,0000057 \\",1,OK
A8_RESUMO_ATIVO_DIF,Resumo,Diferenca de presenca ativa,"33,3",output/tema_trabalho/A8_tabela_02_estimativas_escore_estrito.csv,linha 11; coluna diferenca,0.3333333333333333,"proporcao x100, 1 casa","em 63,9 pontos percentuais (intervalo convencional de 47,4 a 80,4; teste exato pareado com $p$ abaixo de 0,000001) e a presença ativa no mesmo curso--CNES em 12 de agosto de 2026 em 33,3 pontos percentuais (13,5 a 53,1; $p$ exato de 0,0042)",1,OK
A8_RESUMO_ATIVO_HI,Resumo,IC superior da presenca ativa,"53,1",output/tema_trabalho/A8_tabela_02_estimativas_escore_estrito.csv,linha 11; coluna ic95_convencional_superior,0.5314515808606238,"proporcao x100, 1 casa","em 63,9 pontos percentuais (intervalo convencional de 47,4 a 80,4; teste exato pareado com $p$ abaixo de 0,000001) e a presença ativa no mesmo curso--CNES em 12 de agosto de 2026 em 33,3 pontos percentuais (13,5 a 53,1; $p$ exato de 0,0042)",1,OK
A8_RESUMO_ATIVO_LO,Resumo,IC inferior da presenca ativa,"13,5",output/tema_trabalho/A8_tabela_02_estimativas_escore_estrito.csv,linha 11; coluna ic95_convencional_inferior,0.1352150858060427,"proporcao x100, 1 casa","em 63,9 pontos percentuais (intervalo convencional de 47,4 a 80,4; teste exato pareado com $p$ abaixo de 0,000001) e a presença ativa no mesmo curso--CNES em 12 de agosto de 2026 em 33,3 pontos percentuais (13,5 a 53,1; $p$ exato de 0,0042)",1,OK
A8_RESUMO_ATIVO_P,Resumo,Teste exato da presenca ativa,"0,0042",output/tema_trabalho/A8_tabela_02_estimativas_escore_estrito.csv,linha 11; coluna p_exato_pareado_bicaudal,0.004180908203125,p exato com 4 casas,"em 63,9 pontos percentuais (intervalo convencional de 47,4 a 80,4; teste exato pareado com $p$ abaixo de 0,000001) e a presença ativa no mesmo curso--CNES em 12 de agosto de 2026 em 33,3 pontos percentuais (13,5 a 53,1; $p$ exato de 0,0042)",1,OK
A8_RESUMO_HOMOLOG_DIF,Resumo,Diferenca de homologacao,"63,9",output/tema_trabalho/A8_tabela_02_estimativas_escore_estrito.csv,linha 10; coluna diferenca,0.6388888888888888,"proporcao x100, 1 casa","em 63,9 pontos percentuais (intervalo convencional de 47,4 a 80,4; teste exato pareado com $p$ abaixo de 0,000001) e a presença ativa no mesmo curso--CNES em 12 de agosto de 2026 em 33,3 pontos percentuais (13,5 a 53,1; $p$ exato de 0,0042)",1,OK
A8_RESUMO_HOMOLOG_HI,Resumo,IC superior da homologacao,"80,4",output/tema_trabalho/A8_tabela_02_estimativas_escore_estrito.csv,linha 10; coluna ic95_convencional_superior,0.8037120345757897,"proporcao x100, 1 casa","em 63,9 pontos percentuais (intervalo convencional de 47,4 a 80,4; teste exato pareado com $p$ abaixo de 0,000001) e a presença ativa no mesmo curso--CNES em 12 de agosto de 2026 em 33,3 pontos percentuais (13,5 a 53,1; $p$ exato de 0,0042)",1,OK
A8_RESUMO_HOMOLOG_LO,Resumo,IC inferior da homologacao,"47,4",output/tema_trabalho/A8_tabela_02_estimativas_escore_estrito.csv,linha 10; coluna ic95_convencional_inferior,0.474065743201988,"proporcao x100, 1 casa","em 63,9 pontos percentuais (intervalo convencional de 47,4 a 80,4; teste exato pareado com $p$ abaixo de 0,000001) e a presença ativa no mesmo curso--CNES em 12 de agosto de 2026 em 33,3 pontos percentuais (13,5 a 53,1; $p$ exato de 0,0042)",1,OK
A8_RESUMO_PLACEBO_ATIVO,Resumo,Placebo abaixo em presenca ativa,"0,0",output/tema_trabalho/A8_tabela_03_placebos_escore_estrito.csv,linha 3; coluna diferenca,0.0,"proporcao x100, 1 casa","imediatamente abaixo do cutoff é nulo, com $-$3,3 e 0,0 pontos percentuais",1,OK
A8_RESUMO_PLACEBO_HOMOLOG,Resumo,Placebo abaixo em homologacao,"$-$3,3",output/tema_trabalho/A8_tabela_03_placebos_escore_estrito.csv,linha 2; coluna diferenca,-0.0333333333333333,"proporcao x100, 1 casa","imediatamente abaixo do cutoff é nulo, com $-$3,3 e 0,0 pontos percentuais",1,OK
A8_SUPORTE_2025_C1_CH1_adjacentes,Tabela 1 (suporte amostral),Tabela 1 (suporte amostral): celula 'adjacentes' da linha {'ciclo_chamada': '2025_C1_CH1'},136,output/tema_trabalho/A8_tabela_01_suporte_escore_estrito.csv,linha 2; coluna pares_adjacentes,136,inteiro,"2025, ciclo 1, chamada 1 & 136 & 123 & 30 & 48 & 0 & 20 & 3 \\",1,OK
A8_SUPORTE_2025_C1_CH1_cutoff,Tabela 1 (suporte amostral),Tabela 1 (suporte amostral): celula 'cutoff' da linha {'ciclo_chamada': '2025_C1_CH1'},123,output/tema_trabalho/A8_tabela_01_suporte_escore_estrito.csv,linha 2; coluna pares_cutoff_ampla_concorrencia,123,inteiro,"2025, ciclo 1, chamada 1 & 136 & 123 & 30 & 48 & 0 & 20 & 3 \\",1,OK
A8_SUPORTE_2025_C1_CH1_empates,Tabela 1 (suporte amostral),Tabela 1 (suporte amostral): celula 'empates' da linha {'ciclo_chamada': '2025_C1_CH1'},48,output/tema_trabalho/A8_tabela_01_suporte_escore_estrito.csv,linha 2; coluna pares_empate_excluidos,48,inteiro,"2025, ciclo 1, chamada 1 & 136 & 123 & 30 & 48 & 0 & 20 & 3 \\",1,OK
A8_SUPORTE_2025_C1_CH1_gap1,Tabela 1 (suporte amostral),Tabela 1 (suporte amostral): celula 'gap1' da linha {'ciclo_chamada': '2025_C1_CH1'},30,output/tema_trabalho/A8_tabela_01_suporte_escore_estrito.csv,linha 2; coluna pares_gap_1_ac,30,inteiro,"2025, ciclo 1, chamada 1 & 136 & 123 & 30 & 48 & 0 & 20 & 3 \\",1,OK
A8_SUPORTE_2025_C1_CH1_placebo_abaixo,Tabela 1 (suporte amostral),Tabela 1 (suporte amostral): celula 'placebo_abaixo' da linha {'ciclo_chamada': '2025_C1_CH1'},20,output/tema_trabalho/A8_tabela_01_suporte_escore_estrito.csv,linha 2; coluna placebos_abaixo_gap_1_ac,20,inteiro,"2025, ciclo 1, chamada 1 & 136 & 123 & 30 & 48 & 0 & 20 & 3 \\",1,OK
A8_SUPORTE_2025_C1_CH1_placebo_acima,Tabela 1 (suporte amostral),Tabela 1 (suporte amostral): celula 'placebo_acima' da linha {'ciclo_chamada': '2025_C1_CH1'},3,output/tema_trabalho/A8_tabela_01_suporte_escore_estrito.csv,linha 2; coluna placebos_acima_gap_1_ac,3,inteiro,"2025, ciclo 1, chamada 1 & 136 & 123 & 30 & 48 & 0 & 20 & 3 \\",1,OK
A8_SUPORTE_2025_C1_CH1_violacoes,Tabela 1 (suporte amostral),Tabela 1 (suporte amostral): celula 'violacoes' da linha {'ciclo_chamada': '2025_C1_CH1'},0,output/tema_trabalho/A8_tabela_01_suporte_escore_estrito.csv,linha 2; coluna violacoes_gap_1,0,inteiro,"2025, ciclo 1, chamada 1 & 136 & 123 & 30 & 48 & 0 & 20 & 3 \\",1,OK
A8_SUPORTE_2025_C1_CH2_adjacentes,Tabela 1 (suporte amostral),Tabela 1 (suporte amostral): celula 'adjacentes' da linha {'ciclo_chamada': '2025_C1_CH2'},57,output/tema_trabalho/A8_tabela_01_suporte_escore_estrito.csv,linha 3; coluna pares_adjacentes,57,inteiro,"2025, ciclo 1, chamada 2 & 57 & 53 & 6 & 28 & 0 & 10 & 2 \\",1,OK
A8_SUPORTE_2025_C1_CH2_cutoff,Tabela 1 (suporte amostral),Tabela 1 (suporte amostral): celula 'cutoff' da linha {'ciclo_chamada': '2025_C1_CH2'},53,output/tema_trabalho/A8_tabela_01_suporte_escore_estrito.csv,linha 3; coluna pares_cutoff_ampla_concorrencia,53,inteiro,"2025, ciclo 1, chamada 2 & 57 & 53 & 6 & 28 & 0 & 10 & 2 \\",1,OK
A8_SUPORTE_2025_C1_CH2_empates,Tabela 1 (suporte amostral),Tabela 1 (suporte amostral): celula 'empates' da linha {'ciclo_chamada': '2025_C1_CH2'},28,output/tema_trabalho/A8_tabela_01_suporte_escore_estrito.csv,linha 3; coluna pares_empate_excluidos,28,inteiro,"2025, ciclo 1, chamada 2 & 57 & 53 & 6 & 28 & 0 & 10 & 2 \\",1,OK
A8_SUPORTE_2025_C1_CH2_gap1,Tabela 1 (suporte amostral),Tabela 1 (suporte amostral): celula 'gap1' da linha {'ciclo_chamada': '2025_C1_CH2'},6,output/tema_trabalho/A8_tabela_01_suporte_escore_estrito.csv,linha 3; coluna pares_gap_1_ac,6,inteiro,"2025, ciclo 1, chamada 2 & 57 & 53 & 6 & 28 & 0 & 10 & 2 \\",1,OK
A8_SUPORTE_2025_C1_CH2_placebo_abaixo,Tabela 1 (suporte amostral),Tabela 1 (suporte amostral): celula 'placebo_abaixo' da linha {'ciclo_chamada': '2025_C1_CH2'},10,output/tema_trabalho/A8_tabela_01_suporte_escore_estrito.csv,linha 3; coluna placebos_abaixo_gap_1_ac,10,inteiro,"2025, ciclo 1, chamada 2 & 57 & 53 & 6 & 28 & 0 & 10 & 2 \\",1,OK
A8_SUPORTE_2025_C1_CH2_placebo_acima,Tabela 1 (suporte amostral),Tabela 1 (suporte amostral): celula 'placebo_acima' da linha {'ciclo_chamada': '2025_C1_CH2'},2,output/tema_trabalho/A8_tabela_01_suporte_escore_estrito.csv,linha 3; coluna placebos_acima_gap_1_ac,2,inteiro,"2025, ciclo 1, chamada 2 & 57 & 53 & 6 & 28 & 0 & 10 & 2 \\",1,OK
