id,bloco,descricao,valor_no_artigo,fonte_arquivo,fonte_localizador,valor_bruto_na_fonte,transformacao,trecho_esperado_no_tex,ocorrencias_no_tex,status,origem_registro
CURTO_VAL_placebo_acima_gap_1_ac_ativo,Tabela 2 (validacao),presenca ativa em placebo_acima_gap_1_ac,"$-$20,0",output/tema_trabalho/A8_tabela_03_placebos_escore_estrito.csv,linha 7; coluna diferenca,-0.2,"proporcao x100, 1 casa","Placebo & Imediatamente acima do cutoff, 2025 & 5 & $-$20,0 & $-$20,0 \\",1,OK,artigo_curto
CURTO_VAL_placebo_acima_gap_1_ac_homolog,Tabela 2 (validacao),homologacao em placebo_acima_gap_1_ac,"$-$20,0",output/tema_trabalho/A8_tabela_03_placebos_escore_estrito.csv,linha 6; coluna diferenca,-0.2,"proporcao x100, 1 casa","Placebo & Imediatamente acima do cutoff, 2025 & 5 & $-$20,0 & $-$20,0 \\",1,OK,artigo_curto
CURTO_VAL_placebo_acima_gap_1_ac_n,Tabela 2 (validacao),pares em placebo_acima_gap_1_ac,5,output/tema_trabalho/A8_tabela_03_placebos_escore_estrito.csv,linha 6; coluna n_pares,5,inteiro,"Placebo & Imediatamente acima do cutoff, 2025 & 5 & $-$20,0 & $-$20,0 \\",1,OK,artigo_curto
CURTO_VAL_qualquer_gap_positivo_ac_ativo,Tabela 2 (validacao),presenca ativa em qualquer_gap_positivo_ac,"36,0",output/tema_trabalho/A8_tabela_04_sensibilidade_gap.csv,linha 7; coluna diferenca,0.36,"proporcao x100, 1 casa","Janela & Qualquer gap positivo, 2025 & 100 & 58,0 & 36,0 \\",1,OK,artigo_curto
CURTO_VAL_qualquer_gap_positivo_ac_homolog,Tabela 2 (validacao),homologacao em qualquer_gap_positivo_ac,"58,0",output/tema_trabalho/A8_tabela_04_sensibilidade_gap.csv,linha 6; coluna diferenca,0.58,"proporcao x100, 1 casa","Janela & Qualquer gap positivo, 2025 & 100 & 58,0 & 36,0 \\",1,OK,artigo_curto
CURTO_VAL_qualquer_gap_positivo_ac_n,Tabela 2 (validacao),pares em qualquer_gap_positivo_ac,100,output/tema_trabalho/A8_tabela_04_sensibilidade_gap.csv,linha 6; coluna n_pares,100,inteiro,"Janela & Qualquer gap positivo, 2025 & 100 & 58,0 & 36,0 \\",1,OK,artigo_curto
REUSO_A4_TAB_CONFIRMACAO_dif,Tabela A1 (gradiente territorial descritivo),"Tabela A1 (gradiente territorial descritivo): celula 'dif' da linha {'termo': 'estrato_metropolitano', 'outcome_estagio': 'alguma_confirmacao'}","27,0",output/tema_trabalho/A4_tabela_02c_confirmacao_homologacao.csv,linha 20; coluna coef,0.2702016383697743,"proporcao x100, 1 casa","Apenas confirmação & 27,0 & 5,7 \\",1,OK,conferidor_principal
REUSO_A4_TAB_CONFIRMACAO_ep,Tabela A1 (gradiente territorial descritivo),"Tabela A1 (gradiente territorial descritivo): celula 'ep' da linha {'termo': 'estrato_metropolitano', 'outcome_estagio': 'alguma_confirmacao'}","5,7",output/tema_trabalho/A4_tabela_02c_confirmacao_homologacao.csv,linha 20; coluna se_cluster,0.0574748408182991,"proporcao x100, 1 casa","Apenas confirmação & 27,0 & 5,7 \\",1,OK,conferidor_principal
REUSO_A4_TAB_FULL_dif,Tabela A1 (gradiente territorial descritivo),Tabela A1 (gradiente territorial descritivo): celula 'dif' da linha {'termo': 'estrato_metropolitano'},"20,9",output/tema_trabalho/A4_tabela_03b_ajuste_completo.csv,linha 21; coluna coef,0.2085285439175969,"proporcao x100, 1 casa","Ajuste completo & 20,9 & 7,8 \\",1,OK,conferidor_principal
REUSO_A4_TAB_FULL_ep,Tabela A1 (gradiente territorial descritivo),Tabela A1 (gradiente territorial descritivo): celula 'ep' da linha {'termo': 'estrato_metropolitano'},"7,8",output/tema_trabalho/A4_tabela_03b_ajuste_completo.csv,linha 21; coluna se_cluster,0.0783762601125027,"proporcao x100, 1 casa","Ajuste completo & 20,9 & 7,8 \\",1,OK,conferidor_principal
REUSO_A4_TAB_HOMOLOGACAO_dif,Tabela A1 (gradiente territorial descritivo),"Tabela A1 (gradiente territorial descritivo): celula 'dif' da linha {'termo': 'estrato_metropolitano', 'outcome_estagio': 'alguma_homologacao'}","23,8",output/tema_trabalho/A4_tabela_02c_confirmacao_homologacao.csv,linha 62; coluna coef,0.2381135523812536,"proporcao x100, 1 casa","Apenas homologação & 23,8 & 4,8 \\",1,OK,conferidor_principal
REUSO_A4_TAB_HOMOLOGACAO_ep,Tabela A1 (gradiente territorial descritivo),"Tabela A1 (gradiente territorial descritivo): celula 'ep' da linha {'termo': 'estrato_metropolitano', 'outcome_estagio': 'alguma_homologacao'}","4,8",output/tema_trabalho/A4_tabela_02c_confirmacao_homologacao.csv,linha 62; coluna se_cluster,0.0480226534766989,"proporcao x100, 1 casa","Apenas homologação & 23,8 & 4,8 \\",1,OK,conferidor_principal
REUSO_A4_TAB_LOGIT_dif,Tabela A1 (gradiente territorial descritivo),Tabela A1 (gradiente territorial descritivo): celula 'dif' da linha {'termo': 'estrato_metropolitano'},"25,1",output/tema_trabalho/A4_tabela_02b_logit_AME.csv,linha 19; coluna ame,0.2512735404571222,"proporcao x100, 1 casa","Logit, efeito marginal médio & 25,1 & 5,2 \\",1,OK,conferidor_principal
REUSO_A4_TAB_LOGIT_ep,Tabela A1 (gradiente territorial descritivo),Tabela A1 (gradiente territorial descritivo): celula 'ep' da linha {'termo': 'estrato_metropolitano'},"5,2",output/tema_trabalho/A4_tabela_02b_logit_AME.csv,linha 19; coluna se_ame,0.0523920239060921,"proporcao x100, 1 casa","Logit, efeito marginal médio & 25,1 & 5,2 \\",1,OK,conferidor_principal
REUSO_A4_TAB_LPM_dif,Tabela A1 (gradiente territorial descritivo),Tabela A1 (gradiente territorial descritivo): celula 'dif' da linha {'termo': 'estrato_metropolitano'},"27,9",output/tema_trabalho/A4_tabela_02_modelo_principal_LPM.csv,linha 20; coluna coef,0.2792856656562696,"proporcao x100, 1 casa","Modelo linear pré-especificado & 27,9 & 5,9 \\",1,OK,conferidor_principal
REUSO_A4_TAB_LPM_ep,Tabela A1 (gradiente territorial descritivo),Tabela A1 (gradiente territorial descritivo): celula 'ep' da linha {'termo': 'estrato_metropolitano'},"5,9",output/tema_trabalho/A4_tabela_02_modelo_principal_LPM.csv,linha 20; coluna se_cluster,0.0585504120958684,"proporcao x100, 1 casa","Modelo linear pré-especificado & 27,9 & 5,9 \\",1,OK,conferidor_principal
REUSO_A4_TAB_MUNCURSO_dif,Tabela A1 (gradiente territorial descritivo),Tabela A1 (gradiente territorial descritivo): celula 'dif' da linha {'termo': 'estrato_metropolitano'},"31,6",output/tema_trabalho/A4_tabela_02d_municipio_curso.csv,linha 20; coluna coef,0.3155423406518425,"proporcao x100, 1 casa","Unidade município--curso & 31,6 & 5,8 \\",1,OK,conferidor_principal
REUSO_A4_TAB_MUNCURSO_ep,Tabela A1 (gradiente territorial descritivo),Tabela A1 (gradiente territorial descritivo): celula 'ep' da linha {'termo': 'estrato_metropolitano'},"5,8",output/tema_trabalho/A4_tabela_02d_municipio_curso.csv,linha 20; coluna se_cluster,0.0584152645637367,"proporcao x100, 1 casa","Unidade município--curso & 31,6 & 5,8 \\",1,OK,conferidor_principal
REUSO_A4_TXT_B_WILD,Apendice A,Replicacoes do wild cluster bootstrap,1.999,output/tema_trabalho/A4_estimativas_atracao.json,campo inferencia_wild_cluster_bootstrap/b_replicacoes,1999,inteiro com separador de milhar,por município e 1.999 replicações,1,OK,conferidor_principal
REUSO_A4_TXT_CAPITAL,Apendice A,Contraste capital x interior remoto,"32,6",output/tema_trabalho/A4_tabela_02_modelo_principal_LPM.csv,linha 18; coluna coef,0.3264038045413463,"proporcao x100, 1 casa","diferenças positivas em relação ao interior remoto, de 32,6 e 12,1 pontos percentuais",1,OK,conferidor_principal
REUSO_A4_TXT_FULL_COEF,Apendice A,Contraste metropolitano no ajuste completo,"20,9",output/tema_trabalho/A4_tabela_03b_ajuste_completo.csv,linha 21; coluna coef,0.2085285439175969,"proporcao x100, 1 casa","o contraste metropolitano permanece em 20,9 pontos percentuais, com $p$ de 0,008 e valor $q$ de 0,023 após correção FDR entre estratos",1,OK,conferidor_principal
REUSO_A4_TXT_FULL_P,Apendice A,p-valor do contraste metropolitano ajustado,"0,008",output/tema_trabalho/A4_tabela_03b_ajuste_completo.csv,linha 21; coluna p_valor,0.0077999591863019,3 casas,"o contraste metropolitano permanece em 20,9 pontos percentuais, com $p$ de 0,008 e valor $q$ de 0,023 após correção FDR entre estratos",1,OK,conferidor_principal
REUSO_A4_TXT_FULL_Q,Apendice A,q FDR do contraste metropolitano ajustado,"0,023",output/tema_trabalho/A4_tabela_03b_ajuste_completo.csv,linha 21; coluna q_fdr_estrato,0.0233998775589058,3 casas,"o contraste metropolitano permanece em 20,9 pontos percentuais, com $p$ de 0,008 e valor $q$ de 0,023 após correção FDR entre estratos",1,OK,conferidor_principal
REUSO_A4_TXT_INTERIOR,Apendice A,Contraste interior proximo x interior remoto,"12,1",output/tema_trabalho/A4_tabela_02_modelo_principal_LPM.csv,linha 19; coluna coef,0.1206500170023402,"proporcao x100, 1 casa","diferenças positivas em relação ao interior remoto, de 32,6 e 12,1 pontos percentuais",1,OK,conferidor_principal
REUSO_A4_TXT_NOTA_TABELA,Tabela A1,Celulas e municipios na nota da tabela,1.295,output/tema_trabalho/A4_tabela_02_modelo_principal_LPM.csv,linha 20; coluna n,1295,inteiro com separador de milhar,\textit{Nota:} 1.295 células e 368 municípios,1,OK,conferidor_principal
REUSO_A4_TXT_N_ATRACAO,Apendice A,Celulas com atracao realizada,393,output/tema_trabalho/A4_tabela_02_modelo_principal_LPM.csv,linha 20; coluna outcome_medio e linha 20; coluna n,0.3034749034749034 x 1295,"outcome_medio x n, arredondado",Houve atração em 393 células,1,OK,conferidor_principal
REUSO_A4_TXT_N_CELULAS,Apendice A,Celulas CNES--curso da coorte A4,1.295,output/tema_trabalho/A4_tabela_02_modelo_principal_LPM.csv,linha 20; coluna n,1295,inteiro com separador de milhar,A coorte contém as 1.295 células CNES--curso do quadro da primeira chamada,1,OK,conferidor_principal
REUSO_A4_TXT_N_MUNICIPIOS,Apendice A,Municipios da coorte A4,368,output/tema_trabalho/A4_tabela_02_modelo_principal_LPM.csv,linha 20; coluna n_clusters,368,inteiro,"do quadro da primeira chamada, em 368 municípios",1,OK,conferidor_principal
REUSO_A4_TXT_TAXA,Apendice A,Proporcao de celulas com atracao realizada,"30,3",output/tema_trabalho/A4_tabela_02_modelo_principal_LPM.csv,linha 20; coluna outcome_medio,0.3034749034749034,"proporcao x100, 1 casa","células, ou 30,3\% do total",1,OK,conferidor_principal
REUSO_A5_TXT_AMOSTRA,Apendice B,Celulas e municipios da amostra confirmatoria,587 e 295,output/tema_trabalho/A5_estimativas_provimento.json,campo modelos/principal_dinamico_confirmatorio/n_celulas e campo modelos/principal_dinamico_confirmatorio/n_clusters,587; 295,inteiros,A amostra confirmatória tem 587 células em 295 municípios,1,OK,conferidor_principal
REUSO_A5_TXT_LOO14_BETA,Apendice B,Nivel sem o curso de radiologia,"0,20",output/tema_trabalho/A5_tabela_09_leave_one_curso_evento.csv,linha 22; coluna beta,0.2001726463570376,2 casas,"cai para 0,20, com $p$ de 0,366, e ao restringir aos oito cursos cuja correspondência com o CBO é estritamente unívoca cai para 0,12, com $p$ de 0,608",1,OK,conferidor_principal
REUSO_A5_TXT_LOO14_P,Apendice B,p-valor em nivel sem radiologia,"0,366",output/tema_trabalho/A5_tabela_09_leave_one_curso_evento.csv,linha 22; coluna p_valor,0.3662063400187639,3 casas,"cai para 0,20, com $p$ de 0,366, e ao restringir aos oito cursos cuja correspondência com o CBO é estritamente unívoca cai para 0,12, com $p$ de 0,608",1,OK,conferidor_principal
REUSO_A5_TXT_LOO8_BETA,Apendice B,Nivel nos oito cursos estritos,"0,12",output/tema_trabalho/A5_tabela_09_leave_one_curso_evento.csv,linha 25; coluna beta,0.1212161082587124,2 casas,"cai para 0,20, com $p$ de 0,366, e ao restringir aos oito cursos cuja correspondência com o CBO é estritamente unívoca cai para 0,12, com $p$ de 0,608",1,OK,conferidor_principal
REUSO_A5_TXT_LOO8_P,Apendice B,p-valor em nivel nos oito estritos,"0,608",output/tema_trabalho/A5_tabela_09_leave_one_curso_evento.csv,linha 25; coluna p_valor,0.6078994613289195,3 casas,"cai para 0,20, com $p$ de 0,366, e ao restringir aos oito cursos cuja correspondência com o CBO é estritamente unívoca cai para 0,12, com $p$ de 0,608",1,OK,conferidor_principal
REUSO_A5_TXT_MAR_BETA,Apendice B,Diferenca em nivel em marco de 2026,"0,50",output/tema_trabalho/A5_tabela_07_estudo_evento_atracao.csv,linha 23; coluna beta,0.5001997255486577,2 casas,"em nível é 0,50 profissional por célula, com erro-padrão de 0,23 e $p$ de 0,033",1,OK,conferidor_principal
REUSO_A5_TXT_MAR_P,Apendice B,p-valor da diferenca em nivel,"0,033",output/tema_trabalho/A5_tabela_07_estudo_evento_atracao.csv,linha 23; coluna p_valor,0.0333827608956619,3 casas,"em nível é 0,50 profissional por célula, com erro-padrão de 0,23 e $p$ de 0,033",1,OK,conferidor_principal
REUSO_A5_TXT_MAR_SE,Apendice B,Erro-padrao da diferenca em nivel,"0,23",output/tema_trabalho/A5_tabela_07_estudo_evento_atracao.csv,linha 23; coluna se_cluster,0.2340124350208941,2 casas,"em nível é 0,50 profissional por célula, com erro-padrão de 0,23 e $p$ de 0,033",1,OK,conferidor_principal
REUSO_A5_TXT_PLOO14,Apendice B,Proporcional sem o curso de radiologia,"0,059",output/tema_trabalho/A5_tabela_09_leave_one_curso_evento.csv,linha 10; coluna beta,0.0591828213325006,3 casas,"0,059 sem o curso de radiologia e 0,057 nos oito cursos estritos",1,OK,conferidor_principal
REUSO_A5_TXT_PLOO8,Apendice B,Proporcional nos oito cursos estritos,"0,057",output/tema_trabalho/A5_tabela_09_leave_one_curso_evento.csv,linha 13; coluna beta,0.0569952244896738,3 casas,"0,059 sem o curso de radiologia e 0,057 nos oito cursos estritos",1,OK,conferidor_principal
REUSO_A5_TXT_PRE_F,Apendice B,Teste conjunto pre-referencia na escala proporcional,"0,63",output/tema_trabalho/A5_estimativas_provimento.json,campo modelos/principal_proporcional_confirmatorio/pre_F,0.633341655542664,2 casas,"com $F$ de 0,63 e $p$ de 0,813",1,OK,conferidor_principal
REUSO_A5_TXT_PRE_P,Apendice B,p-valor do teste conjunto pre-referencia proporcional,"0,813",output/tema_trabalho/A5_estimativas_provimento.json,campo modelos/principal_proporcional_confirmatorio/pre_p,0.8133080013325527,3 casas,"com $F$ de 0,63 e $p$ de 0,813",1,OK,conferidor_principal
REUSO_A5_TXT_PROP_BETA,Apendice B,Diferenca proporcional em marco de 2026,"0,068",output/tema_trabalho/A5_estimativas_provimento.json,campo modelos/principal_proporcional_confirmatorio/mar2026_beta,0.06840172350321641,3 casas,"é de 0,068 log-ponto por célula, com erro-padrão de 0,018 e $p$ inferior a 0,001",1,OK,conferidor_principal
REUSO_A5_TXT_PROP_SE,Apendice B,Erro-padrao da diferenca proporcional,"0,018",output/tema_trabalho/A5_estimativas_provimento.json,campo modelos/principal_proporcional_confirmatorio/mar2026_se,0.018135229463974247,3 casas,"é de 0,068 log-ponto por célula, com erro-padrão de 0,018 e $p$ inferior a 0,001",1,OK,conferidor_principal
REUSO_A5_TXT_REF_BETA,Apendice B,Nivel contra a media dos doze meses pre,"0,41",output/tema_trabalho/A5_tabela_10_sensibilidade_referencia.csv,linha 30; coluna beta,0.4050517894516141,2 casas,"é 0,41 com $p$ de 0,174",1,OK,conferidor_principal
REUSO_A5_TXT_REF_P,Apendice B,p-valor contra a media dos doze meses pre,"0,174",output/tema_trabalho/A5_tabela_10_sensibilidade_referencia.csv,linha 30; coluna p_valor,0.1738846135016162,3 casas,"é 0,41 com $p$ de 0,174",1,OK,conferidor_principal
REUSO_A8_CONCLUSAO_ATIVO,Secao 7,Diferenca de presenca ativa na conclusao,"33,3",output/tema_trabalho/A8_tabela_02_estimativas_escore_estrito.csv,linha 11; coluna diferenca,0.3333333333333333,"proporcao x100, 1 casa","curso--CNES em 63,9 pontos percentuais e a presença ativa posterior naquele mesmo curso--CNES em 33,3 pontos percentuais",1,OK,conferidor_principal
REUSO_A8_CONCLUSAO_HOMOLOG,Secao 7,Diferenca de homologacao na conclusao,"63,9",output/tema_trabalho/A8_tabela_02_estimativas_escore_estrito.csv,linha 10; coluna diferenca,0.6388888888888888,"proporcao x100, 1 casa","curso--CNES em 63,9 pontos percentuais e a presença ativa posterior naquele mesmo curso--CNES em 33,3 pontos percentuais",1,OK,conferidor_principal
REUSO_A8_PRINCIPAL_ATIVO_LOCAL_abaixo,Tabela 2 (resultado principal de 2025),"Tabela 2 (resultado principal de 2025): celula 'abaixo' da linha {'ciclo_chamada': '2025_C1_CH1_E_CH2', 'amostra': 'gap_1_ac', 'desfecho': 'ativo_mesma_celula_snapshot'}","8,3",output/tema_trabalho/A8_tabela_02_estimativas_escore_estrito.csv,linha 11; coluna media_abaixo,0.0833333333333333,"proporcao x100, 1 casa","Ativo no mesmo curso--CNES & 41,7 & 8,3 & 33,3 & 9,8 & [13,5; 53,1] & 0,0042 \\",1,OK,conferidor_principal
REUSO_A8_PRINCIPAL_ATIVO_LOCAL_acima,Tabela 2 (resultado principal de 2025),"Tabela 2 (resultado principal de 2025): celula 'acima' da linha {'ciclo_chamada': '2025_C1_CH1_E_CH2', 'amostra': 'gap_1_ac', 'desfecho': 'ativo_mesma_celula_snapshot'}","41,7",output/tema_trabalho/A8_tabela_02_estimativas_escore_estrito.csv,linha 11; coluna media_acima,0.4166666666666667,"proporcao x100, 1 casa","Ativo no mesmo curso--CNES & 41,7 & 8,3 & 33,3 & 9,8 & [13,5; 53,1] & 0,0042 \\",1,OK,conferidor_principal
REUSO_A8_PRINCIPAL_ATIVO_LOCAL_dif,Tabela 2 (resultado principal de 2025),"Tabela 2 (resultado principal de 2025): celula 'dif' da linha {'ciclo_chamada': '2025_C1_CH1_E_CH2', 'amostra': 'gap_1_ac', 'desfecho': 'ativo_mesma_celula_snapshot'}","33,3",output/tema_trabalho/A8_tabela_02_estimativas_escore_estrito.csv,linha 11; coluna diferenca,0.3333333333333333,"proporcao x100, 1 casa","Ativo no mesmo curso--CNES & 41,7 & 8,3 & 33,3 & 9,8 & [13,5; 53,1] & 0,0042 \\",1,OK,conferidor_principal
REUSO_A8_PRINCIPAL_ATIVO_LOCAL_ep,Tabela 2 (resultado principal de 2025),"Tabela 2 (resultado principal de 2025): celula 'ep' da linha {'ciclo_chamada': '2025_C1_CH1_E_CH2', 'amostra': 'gap_1_ac', 'desfecho': 'ativo_mesma_celula_snapshot'}","9,8",output/tema_trabalho/A8_tabela_02_estimativas_escore_estrito.csv,linha 11; coluna erro_padrao_pareado,0.0975900072948533,"proporcao x100, 1 casa","Ativo no mesmo curso--CNES & 41,7 & 8,3 & 33,3 & 9,8 & [13,5; 53,1] & 0,0042 \\",1,OK,conferidor_principal
REUSO_A8_PRINCIPAL_ATIVO_LOCAL_hi,Tabela 2 (resultado principal de 2025),"Tabela 2 (resultado principal de 2025): celula 'hi' da linha {'ciclo_chamada': '2025_C1_CH1_E_CH2', 'amostra': 'gap_1_ac', 'desfecho': 'ativo_mesma_celula_snapshot'}","53,1",output/tema_trabalho/A8_tabela_02_estimativas_escore_estrito.csv,linha 11; coluna ic95_convencional_superior,0.5314515808606238,"proporcao x100, 1 casa","Ativo no mesmo curso--CNES & 41,7 & 8,3 & 33,3 & 9,8 & [13,5; 53,1] & 0,0042 \\",1,OK,conferidor_principal
REUSO_A8_PRINCIPAL_ATIVO_LOCAL_lo,Tabela 2 (resultado principal de 2025),"Tabela 2 (resultado principal de 2025): celula 'lo' da linha {'ciclo_chamada': '2025_C1_CH1_E_CH2', 'amostra': 'gap_1_ac', 'desfecho': 'ativo_mesma_celula_snapshot'}","13,5",output/tema_trabalho/A8_tabela_02_estimativas_escore_estrito.csv,linha 11; coluna ic95_convencional_inferior,0.1352150858060427,"proporcao x100, 1 casa","Ativo no mesmo curso--CNES & 41,7 & 8,3 & 33,3 & 9,8 & [13,5; 53,1] & 0,0042 \\",1,OK,conferidor_principal
REUSO_A8_PRINCIPAL_ATIVO_LOCAL_p,Tabela 2 (resultado principal de 2025),"Tabela 2 (resultado principal de 2025): celula 'p' da linha {'ciclo_chamada': '2025_C1_CH1_E_CH2', 'amostra': 'gap_1_ac', 'desfecho': 'ativo_mesma_celula_snapshot'}","0,0042",output/tema_trabalho/A8_tabela_02_estimativas_escore_estrito.csv,linha 11; coluna p_exato_pareado_bicaudal,0.004180908203125,p exato com 4 casas,"Ativo no mesmo curso--CNES & 41,7 & 8,3 & 33,3 & 9,8 & [13,5; 53,1] & 0,0042 \\",1,OK,conferidor_principal
REUSO_A8_PRINCIPAL_ATIVO_QUALQUER_abaixo,Tabela 2 (resultado principal de 2025),"Tabela 2 (resultado principal de 2025): celula 'abaixo' da linha {'ciclo_chamada': '2025_C1_CH1_E_CH2', 'amostra': 'gap_1_ac', 'desfecho': 'ativo_qualquer_local_snapshot'}","16,7",output/tema_trabalho/A8_tabela_02_estimativas_escore_estrito.csv,linha 13; coluna media_abaixo,0.1666666666666666,"proporcao x100, 1 casa","Ativo em qualquer local & 50,0 & 16,7 & 33,3 & 12,0 & [9,1; 57,6] & 0,0169 \\",1,OK,conferidor_principal
REUSO_A8_PRINCIPAL_ATIVO_QUALQUER_acima,Tabela 2 (resultado principal de 2025),"Tabela 2 (resultado principal de 2025): celula 'acima' da linha {'ciclo_chamada': '2025_C1_CH1_E_CH2', 'amostra': 'gap_1_ac', 'desfecho': 'ativo_qualquer_local_snapshot'}","50,0",output/tema_trabalho/A8_tabela_02_estimativas_escore_estrito.csv,linha 13; coluna media_acima,0.5,"proporcao x100, 1 casa","Ativo em qualquer local & 50,0 & 16,7 & 33,3 & 12,0 & [9,1; 57,6] & 0,0169 \\",1,OK,conferidor_principal
REUSO_A8_PRINCIPAL_ATIVO_QUALQUER_dif,Tabela 2 (resultado principal de 2025),"Tabela 2 (resultado principal de 2025): celula 'dif' da linha {'ciclo_chamada': '2025_C1_CH1_E_CH2', 'amostra': 'gap_1_ac', 'desfecho': 'ativo_qualquer_local_snapshot'}","33,3",output/tema_trabalho/A8_tabela_02_estimativas_escore_estrito.csv,linha 13; coluna diferenca,0.3333333333333333,"proporcao x100, 1 casa","Ativo em qualquer local & 50,0 & 16,7 & 33,3 & 12,0 & [9,1; 57,6] & 0,0169 \\",1,OK,conferidor_principal
REUSO_A8_PRINCIPAL_ATIVO_QUALQUER_ep,Tabela 2 (resultado principal de 2025),"Tabela 2 (resultado principal de 2025): celula 'ep' da linha {'ciclo_chamada': '2025_C1_CH1_E_CH2', 'amostra': 'gap_1_ac', 'desfecho': 'ativo_qualquer_local_snapshot'}","12,0",output/tema_trabalho/A8_tabela_02_estimativas_escore_estrito.csv,linha 13; coluna erro_padrao_pareado,0.1195228609334393,"proporcao x100, 1 casa","Ativo em qualquer local & 50,0 & 16,7 & 33,3 & 12,0 & [9,1; 57,6] & 0,0169 \\",1,OK,conferidor_principal
REUSO_A8_PRINCIPAL_ATIVO_QUALQUER_hi,Tabela 2 (resultado principal de 2025),"Tabela 2 (resultado principal de 2025): celula 'hi' da linha {'ciclo_chamada': '2025_C1_CH1_E_CH2', 'amostra': 'gap_1_ac', 'desfecho': 'ativo_qualquer_local_snapshot'}","57,6",output/tema_trabalho/A8_tabela_02_estimativas_escore_estrito.csv,linha 13; coluna ic95_convencional_superior,0.5759776409214717,"proporcao x100, 1 casa","Ativo em qualquer local & 50,0 & 16,7 & 33,3 & 12,0 & [9,1; 57,6] & 0,0169 \\",1,OK,conferidor_principal
REUSO_A8_PRINCIPAL_ATIVO_QUALQUER_lo,Tabela 2 (resultado principal de 2025),"Tabela 2 (resultado principal de 2025): celula 'lo' da linha {'ciclo_chamada': '2025_C1_CH1_E_CH2', 'amostra': 'gap_1_ac', 'desfecho': 'ativo_qualquer_local_snapshot'}","9,1",output/tema_trabalho/A8_tabela_02_estimativas_escore_estrito.csv,linha 13; coluna ic95_convencional_inferior,0.0906890257451949,"proporcao x100, 1 casa","Ativo em qualquer local & 50,0 & 16,7 & 33,3 & 12,0 & [9,1; 57,6] & 0,0169 \\",1,OK,conferidor_principal
REUSO_A8_PRINCIPAL_ATIVO_QUALQUER_p,Tabela 2 (resultado principal de 2025),"Tabela 2 (resultado principal de 2025): celula 'p' da linha {'ciclo_chamada': '2025_C1_CH1_E_CH2', 'amostra': 'gap_1_ac', 'desfecho': 'ativo_qualquer_local_snapshot'}","0,0169",output/tema_trabalho/A8_tabela_02_estimativas_escore_estrito.csv,linha 13; coluna p_exato_pareado_bicaudal,0.0169005393981933,p exato com 4 casas,"Ativo em qualquer local & 50,0 & 16,7 & 33,3 & 12,0 & [9,1; 57,6] & 0,0169 \\",1,OK,conferidor_principal
REUSO_A8_PRINCIPAL_HOMOLOG_LOCAL_abaixo,Tabela 2 (resultado principal de 2025),"Tabela 2 (resultado principal de 2025): celula 'abaixo' da linha {'ciclo_chamada': '2025_C1_CH1_E_CH2', 'amostra': 'gap_1_ac', 'desfecho': 'homologacao_mesma_celula'}","0,0",output/tema_trabalho/A8_tabela_02_estimativas_escore_estrito.csv,linha 10; coluna media_abaixo,0.0,"proporcao x100, 1 casa","Homologação no mesmo curso--CNES & 63,9 & 0,0 & 63,9 & 8,1 & [47,4; 80,4] & $<$0,000001 \\",1,OK,conferidor_principal
REUSO_A8_PRINCIPAL_HOMOLOG_LOCAL_acima,Tabela 2 (resultado principal de 2025),"Tabela 2 (resultado principal de 2025): celula 'acima' da linha {'ciclo_chamada': '2025_C1_CH1_E_CH2', 'amostra': 'gap_1_ac', 'desfecho': 'homologacao_mesma_celula'}","63,9",output/tema_trabalho/A8_tabela_02_estimativas_escore_estrito.csv,linha 10; coluna media_acima,0.6388888888888888,"proporcao x100, 1 casa","Homologação no mesmo curso--CNES & 63,9 & 0,0 & 63,9 & 8,1 & [47,4; 80,4] & $<$0,000001 \\",1,OK,conferidor_principal
REUSO_A8_PRINCIPAL_HOMOLOG_LOCAL_dif,Tabela 2 (resultado principal de 2025),"Tabela 2 (resultado principal de 2025): celula 'dif' da linha {'ciclo_chamada': '2025_C1_CH1_E_CH2', 'amostra': 'gap_1_ac', 'desfecho': 'homologacao_mesma_celula'}","63,9",output/tema_trabalho/A8_tabela_02_estimativas_escore_estrito.csv,linha 10; coluna diferenca,0.6388888888888888,"proporcao x100, 1 casa","Homologação no mesmo curso--CNES & 63,9 & 0,0 & 63,9 & 8,1 & [47,4; 80,4] & $<$0,000001 \\",1,OK,conferidor_principal
REUSO_A8_PRINCIPAL_HOMOLOG_LOCAL_ep,Tabela 2 (resultado principal de 2025),"Tabela 2 (resultado principal de 2025): celula 'ep' da linha {'ciclo_chamada': '2025_C1_CH1_E_CH2', 'amostra': 'gap_1_ac', 'desfecho': 'homologacao_mesma_celula'}","8,1",output/tema_trabalho/A8_tabela_02_estimativas_escore_estrito.csv,linha 10; coluna erro_padrao_pareado,0.0811893512622032,"proporcao x100, 1 casa","Homologação no mesmo curso--CNES & 63,9 & 0,0 & 63,9 & 8,1 & [47,4; 80,4] & $<$0,000001 \\",1,OK,conferidor_principal
